transaction_id,store_name,sales_channel,product_category,units_sold,unit_price,discount_applied,campaign_id,campaign_channel,marketing_spend,campaign_exposure_status,customer_id,customer_segment,inventory_level,stockout_flag,revenue
1994,Port  Plaza,In-store,Kids,1,60,0,CAMP-B,Social,50,Clicked,CUST_85,Returning,Overstocked,Yes,60
5334,Port  Plaza,In-store,Kids,3,40,0,CAMP-B,Influencer,50,Seen,CUST_1399,Returning,Overstocked,Yes,120
6734,Port  Plaza,In-store,Men,1,40,0,CAMP-B,Social,50,Seen,CUST_1205,Returning,Understocked,No,40
346,Port  Plaza,In-store,Men,1,120,0,CAMP-B,Influencer,50,Seen,CUST_956,Returning,Understocked,Yes,84
1428,Port  Plaza,In-store,Shoes,1,60,0,CAMP-B,Influencer,200,Seen,CUST_173,Returning,Optimal,Yes,48
5097,Port  Plaza,In-store,Shoes,1,40,0,CAMP-B,Paid Ads,200,Seen,CUST_2287,Returning,Overstocked,Yes,40
2004,Port  Plaza,In-store,Women,4,60,0,CAMP-B,Paid Ads,50,Seen,CUST_1562,Returning,Understocked,Yes,192
2977,Port  Plaza,In-store,Women,1,20,0,CAMP-B,Paid Ads,100,Seen,CUST_1550,Returning,Understocked,Yes,16
3269,Port  Plaza,In-store,Women,3,40,0,CAMP-B,Paid Ads,50,Clicked,CUST_1169,Returning,Optimal,Yes,120
3547,Port  Plaza,In-store,Women,2,20,0,CAMP-B,Paid Ads,200,Seen,CUST_279,Returning,Overstocked,Yes,32
3921,Port  Plaza,In-store,Women,2,40,0,CAMP-B,Social,200,Seen,CUST_1752,Returning,Understocked,No,64
6823,Port  Plaza,In-store,Women,2,20,0,CAMP-B,Influencer,200,Converted,CUST_1712,Returning,Optimal,Yes,32
699,Port  Plaza,In-store,Accessories,1,80,0,CAMP-A,Influencer,400,Converted,CUST_2213,Returning,Overstocked,Yes,64
3665,Port  Plaza,In-store,Accessories,1,40,0,CAMP-A,Email,100,Seen,CUST_1347,Returning,Optimal,Yes,32
6863,Port  Plaza,In-store,Accessories,3,20,0,CAMP-A,Paid Ads,50,Seen,CUST_2011,Returning,Understocked,Yes,60
2381,Port  Plaza,In-store,Kids,2,20,0,CAMP-A,Email,100,Seen,CUST_1557,Returning,Overstocked,Yes,40
4273,Port  Plaza,In-store,Men,2,60,0,CAMP-A,Influencer,200,Seen,CUST_2491,Returning,Understocked,Yes,120
5035,Port  Plaza,In-store,Shoes,1,60,0,CAMP-A,Influencer,100,Seen,CUST_263,Returning,Optimal,Yes,60
13,Port  Plaza,In-store,Women,2,40,0,CAMP-A,Paid Ads,200,Clicked,CUST_2311,Returning,Understocked,No,80
509,Port  Plaza,In-store,Women,1,40,0,CAMP-A,Email,100,Seen,CUST_2474,Returning,Understocked,No,40
1544,Port  Plaza,In-store,Women,2,40,0,CAMP-A,Email,100,Clicked,CUST_2318,Returning,Understocked,Yes,80
2940,Port  Plaza,In-store,Kids,1,40,0,CAMP-C,Influencer,100,Clicked,CUST_2205,Returning,Understocked,No,28
6484,Port  Plaza,In-store,Kids,2,60,0,CAMP-C,Influencer,200,Seen,CUST_1309,Returning,Understocked,Yes,84
87,Port  Plaza,In-store,Men,3,20,0,CAMP-C,Social,100,Seen,CUST_2111,Returning,Overstocked,No,60
4956,Port  Plaza,In-store,Men,2,60,0,CAMP-C,Email,200,Clicked,CUST_2254,Returning,Overstocked,Yes,96
5618,Port  Plaza,In-store,Men,4,60,0,CAMP-C,Social,50,Seen,CUST_1787,Returning,Overstocked,Yes,240
2705,Port  Plaza,In-store,Shoes,1,40,0,CAMP-C,Paid Ads,50,Clicked,CUST_1289,Returning,Understocked,Yes,32
3969,Port  Plaza,In-store,Women,2,60,0,CAMP-C,Paid Ads,50,Seen,CUST_1314,Returning,Understocked,Yes,96
6767,Port  Plaza,In-store,Accessories,3,40,0,CAMP-D,Paid Ads,100,Converted,CUST_1825,Returning,Understocked,No,120
1152,Port  Plaza,In-store,Kids,2,60,0,CAMP-D,Influencer,100,Seen,CUST_1582,Returning,Optimal,Yes,96
5935,Port  Plaza,In-store,Kids,2,20,0,CAMP-D,Paid Ads,50,Seen,CUST_1672,Returning,Understocked,Yes,28
825,Port  Plaza,In-store,Men,1,40,0,CAMP-D,Influencer,50,Seen,CUST_1171,Returning,Overstocked,Yes,40
3516,Port  Plaza,In-store,Men,1,20,0,CAMP-D,Paid Ads,50,Clicked,CUST_1894,Returning,Understocked,No,20
5182,Port  Plaza,In-store,Men,1,80,0,CAMP-D,Influencer,50,Seen,CUST_2383,Returning,Understocked,Yes,80
5628,Port  Plaza,In-store,Men,2,20,0,CAMP-D,Influencer,50,Seen,CUST_2495,Returning,Understocked,No,40
409,Port  Plaza,In-store,Men,3,20,0,CAMP-D,Social,400,Clicked,CUST_1024,Returning,Optimal,Yes,60
2868,Port  Plaza,In-store,Shoes,1,40,0,CAMP-D,Paid Ads,100,Clicked,CUST_1344,Returning,Understocked,Yes,40
3674,Port  Plaza,In-store,Shoes,1,40,0,CAMP-D,Influencer,100,Seen,CUST_305,Returning,Overstocked,Yes,32
834,Port  Plaza,In-store,Women,1,60,0,CAMP-D,Paid Ads,50,Seen,CUST_1624,Returning,Overstocked,Yes,60
5518,Port  Plaza,In-store,Women,3,40,0,CAMP-D,Social,400,Clicked,CUST_495,Returning,Optimal,Yes,84
6934,Port  Plaza,In-store,Women,1,40,0,CAMP-D,Influencer,400,Seen,CUST_1775,Returning,Understocked,No,40
3076,Port  Plaza,In-store,Accessories,1,120,0,CAMP-A,Influencer,50,Clicked,CUST_566,Returning,Optimal,Yes,84
2594,Port  Plaza,In-store,Men,1,80,0,CAMP-A,Paid Ads,50,Seen,CUST_1148,Returning,Optimal,Yes,56
375,Port  Plaza,In-store,Men,1,120,0,CAMP-A,Paid Ads,50,Seen,CUST_781,Returning,Optimal,No,120
1759,Port  Plaza,In-store,Shoes,1,60,0,CAMP-A,Paid Ads,100,Seen,CUST_1984,Returning,Understocked,No,48
3585,Port  Plaza,In-store,Women,2,20,0,CAMP-A,Social,200,Seen,CUST_107,Returning,Optimal,Yes,32
6463,Port  Plaza,In-store,Women,2,60,0,CAMP-A,Influencer,100,Clicked,CUST_540,Returning,Overstocked,Yes,96
257,Port  Plaza,In-store,Accessories,1,120,0,CAMP-E,Paid Ads,400,Converted,CUST_1212,Returning,Overstocked,Yes,120
3168,Port  Plaza,In-store,Accessories,1,60,0,CAMP-E,Paid Ads,200,Seen,CUST_156,Returning,Optimal,No,48
6755,Port  Plaza,In-store,Accessories,1,20,0,CAMP-E,Influencer,100,Seen,CUST_1340,Returning,Understocked,Yes,16
1683,Port  Plaza,In-store,Men,1,40,0,CAMP-E,Paid Ads,50,Seen,CUST_1521,Returning,Understocked,Yes,40
4730,Port  Plaza,In-store,Men,1,60,0,CAMP-E,Email,400,Seen,CUST_419,Returning,Overstocked,Yes,42
6166,Port  Plaza,In-store,Men,1,60,0,CAMP-E,Paid Ads,50,Seen,CUST_1377,Returning,Understocked,Yes,60
6477,Port  Plaza,In-store,Men,3,40,0,CAMP-E,Paid Ads,50,Seen,CUST_2474,Returning,Understocked,Yes,120
6639,Port  Plaza,In-store,Men,1,20,0,CAMP-E,Paid Ads,50,Seen,CUST_1336,Returning,Optimal,Yes,20
4918,Port  Plaza,In-store,Women,2,40,0,CAMP-E,Paid Ads,50,Seen,CUST_2158,Returning,Overstocked,Yes,64
5632,Port  Plaza,In-store,Women,1,80,0,CAMP-E,Email,100,Clicked,CUST_1470,Returning,Overstocked,Yes,64
5386, City Store,In-store,Men,1,60,0,CAMP-A,Influencer,200,Converted,CUST_1169,Returning,Understocked,Yes,60
5927, City Store,In-store,Men,1,20,0,CAMP-A,Influencer,200,Seen,CUST_1368,Returning,Optimal,Yes,14
2326, City Store,In-store,Women,4,20,0,CAMP-A,Paid Ads,100,Seen,CUST_927,Returning,Understocked,No,64
3816, City Store,In-store,Accessories,1,60,0,CAMP-A,Paid Ads,200,Clicked,CUST_1013,Returning,Understocked,No,48
267, City Store,In-store,Men,4,120,0,CAMP-A,Email,100,Seen,CUST_971,Returning,Overstocked,No,384
215, City Store,In-store,Women,4,20,0,CAMP-A,Paid Ads,100,Clicked,CUST_2433,Returning,Understocked,Yes,56
3590, City Store,In-store,Women,1,60,0,CAMP-A,Influencer,50,Seen,CUST_1328,Returning,Overstocked,Yes,60
4858, City Store,In-store,Women,2,40,0,CAMP-A,Paid Ads,200,Clicked,CUST_176,Returning,Understocked,No,64
3344, City Store,In-store,Accessories,3,40,0,CAMP-A,Paid Ads,100,Seen,CUST_1817,Returning,Overstocked,Yes,96
3869, City Store,In-store,Accessories,2,60,0,CAMP-A,Social,50,Clicked,CUST_130,Returning,Optimal,Yes,120
6319, City Store,In-store,Accessories,1,60,0,CAMP-A,Social,400,Clicked,CUST_1370,Returning,Understocked,Yes,60
405, City Store,In-store,Kids,4,120,0,CAMP-A,Paid Ads,100,Seen,CUST_1295,Returning,Overstocked,No,480
2086, City Store,In-store,Men,4,120,0,CAMP-A,Paid Ads,400,Seen,CUST_1072,Returning,Understocked,Yes,384
3395, City Store,In-store,Men,4,80,0,CAMP-A,Email,50,Seen,CUST_145,Returning,Optimal,No,256
3687, City Store,In-store,Men,1,40,0,CAMP-A,Paid Ads,200,Clicked,CUST_441,Returning,Understocked,Yes,40
5938, City Store,In-store,Men,3,40,0,CAMP-A,Social,50,Converted,CUST_25,Returning,Overstocked,Yes,120
5428, City Store,In-store,Women,1,60,0,CAMP-A,Email,400,Converted,CUST_829,Returning,Optimal,Yes,42
4215, City Store,In-store,Accessories,2,40,0,CAMP-B,Email,100,Seen,CUST_1594,Returning,Understocked,No,56
6820, City Store,In-store,Kids,1,20,0,CAMP-B,Influencer,200,Converted,CUST_2252,Returning,Understocked,Yes,16
466, City Store,In-store,Men,1,60,0,CAMP-B,Influencer,200,Converted,CUST_1102,Returning,Understocked,Yes,60
1321, City Store,In-store,Men,2,20,0,CAMP-B,Paid Ads,100,Seen,CUST_1010,Returning,Understocked,Yes,40
809, City Store,In-store,Women,1,20,0,CAMP-B,Social,50,Clicked,CUST_2017,Returning,Understocked,Yes,16
1031, City Store,In-store,Women,1,20,0,CAMP-B,Paid Ads,100,Seen,CUST_1944,Returning,Overstocked,No,20
4806, City Store,In-store,Women,1,20,0,CAMP-B,Influencer,200,Clicked,CUST_89,Returning,Optimal,Yes,16
1506, City Store,In-store,Accessories,1,60,0,CAMP-B,Paid Ads,100,Seen,CUST_1888,Returning,Overstocked,Yes,48
2257, City Store,In-store,Men,1,120,0,CAMP-B,Paid Ads,100,Seen,CUST_919,Returning,Overstocked,Yes,84
2276, City Store,In-store,Women,4,60,0,CAMP-B,Paid Ads,200,Seen,CUST_2282,Returning,Optimal,No,240
5979, City Store,In-store,Women,2,60,0,CAMP-B,Paid Ads,400,Clicked,CUST_1095,Returning,Understocked,Yes,120
1335, City Store,In-store,Accessories,1,40,0,CAMP-A,Paid Ads,50,Seen,CUST_1329,Returning,Overstocked,Yes,28
5714, City Store,In-store,Accessories,4,80,0,CAMP-A,Paid Ads,50,Seen,CUST_2311,Returning,Optimal,No,224
6474, City Store,In-store,Men,1,80,0,CAMP-A,Influencer,50,Seen,CUST_1467,Returning,Optimal,Yes,64
3356, City Store,Online,Accessories,2,80,0,CAMP-C,Social,100,Seen,CUST_1190,Returning,Understocked,Yes,128
1453, City Store,Online,Shoes,1,40,0,CAMP-C,Paid Ads,50,Seen,CUST_2229,Returning,Understocked,Yes,40
2278, City Store,Online,Shoes,1,60,0,CAMP-C,Influencer,50,Clicked,CUST_2186,Returning,Optimal,Yes,60
231, City Store,Online,Women,2,120,0,CAMP-C,Social,200,Seen,CUST_1893,Returning,Optimal,No,240
4916, City Store,Online,Men,1,120,0,CAMP-D,Paid Ads,400,Converted,CUST_726,Returning,Overstocked,Yes,96
2567, City Store,Online,Shoes,1,40,0,CAMP-D,Social,50,Converted,CUST_499,Returning,Understocked,Yes,40
135, City Store,Online,Women,1,20,0,CAMP-D,Email,200,Seen,CUST_722,Returning,Optimal,Yes,20
431, City Store,Online,Women,1,80,0,CAMP-D,Email,50,Clicked,CUST_815,Returning,Optimal,Yes,80
4781, City Store,Online,Women,1,80,0,CAMP-D,Paid Ads,100,Seen,CUST_2446,Returning,Understocked,Yes,56
6021, City Store,Online,Women,2,40,0,CAMP-D,Email,100,Seen,CUST_1330,Returning,Overstocked,Yes,80
122, City Store,Online,Kids,1,60,0,CAMP-A,Paid Ads,200,Seen,CUST_1319,Returning,Overstocked,Yes,42
2019, City Store,Online,Men,1,20,0,CAMP-A,Paid Ads,50,Seen,CUST_194,Returning,Optimal,Yes,16
2187, City Store,Online,Women,2,80,0,CAMP-A,Social,100,Seen,CUST_1665,Returning,Optimal,Yes,128
5623, City Store,Online,Women,2,60,0,CAMP-A,Email,100,Seen,CUST_515,Returning,Optimal,No,84
5070, City Store,Online,Accessories,1,40,0,CAMP-E,Social,100,Seen,CUST_160,Returning,Optimal,Yes,28
789, City Store,Online,Kids,1,40,0,CAMP-E,Paid Ads,50,Clicked,CUST_287,Returning,Overstocked,Yes,40
1955, City Store,Online,Men,2,40,0,CAMP-E,Paid Ads,50,Seen,CUST_1440,Returning,Understocked,Yes,80
2483, City Store,Online,Men,2,60,0,CAMP-E,Paid Ads,50,Clicked,CUST_2345,Returning,Understocked,No,96
4392, City Store,Online,Men,2,40,0,CAMP-E,Influencer,200,Seen,CUST_802,Returning,Optimal,Yes,64
980, City Store,Online,Women,2,80,0,CAMP-E,Social,400,Seen,CUST_2406,Returning,Optimal,Yes,160
3119, City Store,Online,Women,3,20,0,CAMP-E,Influencer,100,Converted,CUST_932,Returning,Optimal,Yes,48
5147, City Store,Online,Women,2,40,0,CAMP-E,Paid Ads,50,Seen,CUST_1729,Returning,Understocked,Yes,64
3528, Central Mall,App,Accessories,2,40,0,CAMP-A,Social,200,Seen,CUST_1538,Loyal,Optimal,Yes,72
1853, Central Mall,App,Men,4,20,0,CAMP-A,Email,400,Converted,CUST_908,Loyal,Optimal,Yes,72
2149, Central Mall,App,Men,2,80,0,CAMP-A,Paid Ads,50,Seen,CUST_2454,Loyal,Overstocked,Yes,144
4249, Central Mall,App,Men,1,40,0,CAMP-A,Paid Ads,50,Converted,CUST_2474,Loyal,Optimal,Yes,36
3623, Central Mall,App,Women,2,60,0,CAMP-A,Social,50,Seen,CUST_817,Loyal,Optimal,Yes,108
4847, Central Mall,App,Women,2,20,0,CAMP-A,Influencer,50,Seen,CUST_863,Loyal,Overstocked,Yes,36
3501, Central Mall,App,Men,2,80,0,CAMP-A,Paid Ads,100,Seen,CUST_654,Loyal,Optimal,Yes,144
905, Central Mall,App,Women,4,20,0,CAMP-A,Influencer,100,Seen,CUST_866,Loyal,Optimal,Yes,72
4704, Central Mall,App,Accessories,2,20,0,CAMP-A,Paid Ads,50,Seen,CUST_992,Loyal,Understocked,Yes,36
2881, Central Mall,App,Men,4,20,0,CAMP-A,Social,100,Seen,CUST_1524,Loyal,Overstocked,Yes,72
4119, Central Mall,App,Men,2,40,0,CAMP-B,Paid Ads,200,Seen,CUST_2031,Loyal,Understocked,Yes,72
6207, Central Mall,App,Women,1,60,0,CAMP-B,Paid Ads,50,Seen,CUST_112,Loyal,Understocked,Yes,54
3419, Central Mall,App,Men,3,60,0,CAMP-B,Influencer,400,Clicked,CUST_1648,Loyal,Understocked,Yes,162
6551, Central Mall,App,Men,1,80,0,CAMP-B,Paid Ads,400,Seen,CUST_534,Loyal,Optimal,Yes,72
6108, Central Mall,App,Shoes,2,20,0,CAMP-B,Social,100,Converted,CUST_1093,Loyal,Optimal,No,36
695, Central Mall,App,Accessories,1,60,0,CAMP-A,Influencer,200,Seen,CUST_2179,Loyal,Understocked,Yes,54
6153, Central Mall,App,Accessories,2,20,0,CAMP-A,Paid Ads,100,Seen,CUST_83,Loyal,Understocked,Yes,36
6871, Central Mall,App,Accessories,1,80,0,CAMP-A,Paid Ads,50,Seen,CUST_1985,Loyal,Optimal,Yes,72
867, Central Mall,App,Men,2,60,0,CAMP-C,Email,50,Seen,CUST_1616,Loyal,Understocked,No,108
2384, Central Mall,App,Men,1,120,0,CAMP-C,Influencer,100,Converted,CUST_1841,Loyal,Optimal,Yes,108
5081, Central Mall,App,Men,2,20,0,CAMP-C,Paid Ads,50,Seen,CUST_681,Loyal,Understocked,Yes,36
950, Central Mall,App,Women,1,120,0,CAMP-D,Social,50,Seen,CUST_1057,Loyal,Optimal,Yes,108
3667, Central Mall,App,Women,1,40,0,CAMP-D,Paid Ads,100,Clicked,CUST_476,Loyal,Understocked,Yes,36
5490, Central Mall,App,Kids,1,40,0,CAMP-A,Email,400,Seen,CUST_2467,Loyal,Overstocked,Yes,36
3001, Central Mall,App,Men,1,80,0,CAMP-A,Influencer,50,Seen,CUST_669,Loyal,Overstocked,Yes,72
6195, Central Mall,App,Shoes,3,40,0,CAMP-A,Paid Ads,50,Converted,CUST_2418,Loyal,Optimal,No,108
1632, Central Mall,App,Women,2,80,0,CAMP-A,Email,400,Seen,CUST_32,Loyal,Understocked,Yes,144
4293, Central Mall,App,Shoes,4,80,0,CAMP-E,Paid Ads,50,Clicked,CUST_1289,Loyal,Understocked,Yes,288
359, Central Mall,In-store,Men,2,60,0,CAMP-A,Paid Ads,50,Seen,CUST_1153,Loyal,Understocked,Yes,108
5067, Central Mall,In-store,Men,3,40,0,CAMP-A,Email,100,Seen,CUST_1014,Loyal,Overstocked,Yes,108
6323, Central Mall,In-store,Men,1,60,0,CAMP-A,Social,50,Seen,CUST_1343,Loyal,Optimal,No,54
3714, Central Mall,In-store,Shoes,4,40,0,CAMP-A,Social,200,Converted,CUST_1537,Loyal,Understocked,Yes,144
1864, Central Mall,In-store,Women,1,40,0,CAMP-A,Paid Ads,400,Seen,CUST_1304,Loyal,Optimal,Yes,36
6618, Central Mall,In-store,Women,1,60,0,CAMP-A,Paid Ads,200,Clicked,CUST_57,Loyal,Overstocked,Yes,54
4330, Central Mall,In-store,Accessories,1,120,0,CAMP-A,Paid Ads,50,Seen,CUST_2130,Loyal,Overstocked,Yes,108
1001, Central Mall,In-store,Men,2,40,0,CAMP-A,Paid Ads,50,Seen,CUST_2216,Loyal,Optimal,Yes,72
3052, Central Mall,In-store,Men,1,60,0,CAMP-A,Paid Ads,400,Seen,CUST_174,Loyal,Understocked,Yes,54
3231, Central Mall,In-store,Men,4,60,0,CAMP-A,Paid Ads,100,Seen,CUST_2014,Loyal,Understocked,No,216
3293, Central Mall,In-store,Shoes,1,20,0,CAMP-A,Social,50,Seen,CUST_103,Loyal,Understocked,Yes,18
2142, Central Mall,In-store,Women,1,20,0,CAMP-A,Paid Ads,200,Seen,CUST_193,Loyal,Overstocked,Yes,18
2652, Central Mall,In-store,Women,1,40,0,CAMP-A,Paid Ads,50,Seen,CUST_768,Loyal,Understocked,Yes,36
2839, Central Mall,In-store,Women,1,60,0,CAMP-A,Paid Ads,50,Converted,CUST_1899,Loyal,Optimal,Yes,54
5551, Central Mall,In-store,Women,1,20,0,CAMP-A,Paid Ads,100,Clicked,CUST_1860,Loyal,Overstocked,Yes,18
1575, Central Mall,In-store,Accessories,1,20,0,CAMP-A,Email,200,Clicked,CUST_1793,Loyal,Optimal,Yes,18
1843, Central Mall,In-store,Kids,2,80,0,CAMP-A,Influencer,50,Clicked,CUST_2077,Loyal,Optimal,Yes,144
4208, Central Mall,In-store,Men,2,40,0,CAMP-A,Influencer,200,Clicked,CUST_1952,Loyal,Understocked,Yes,72
5827, Central Mall,In-store,Men,4,60,0,CAMP-A,Social,200,Clicked,CUST_2330,Loyal,Optimal,Yes,216
75, Central Mall,In-store,Women,1,60,0,CAMP-A,Paid Ads,200,Seen,CUST_1566,Loyal,Optimal,Yes,54
2377, Central Mall,In-store,Women,1,80,0,CAMP-A,Paid Ads,100,Clicked,CUST_1265,Loyal,Optimal,Yes,72
6769, Central Mall,In-store,Women,1,40,0,CAMP-A,Paid Ads,400,Seen,CUST_1207,Loyal,Optimal,No,36
6208, Central Mall,In-store,Kids,1,20,0,CAMP-B,Influencer,50,Converted,CUST_529,Loyal,Overstocked,Yes,18
1498, Central Mall,In-store,Shoes,2,80,0,CAMP-B,Social,100,Seen,CUST_1700,Loyal,Optimal,No,144
1740, Central Mall,In-store,Women,2,80,0,CAMP-B,Email,100,Seen,CUST_1837,Loyal,Optimal,Yes,144
4283, Central Mall,In-store,Women,1,20,0,CAMP-B,Social,50,Seen,CUST_1225,Loyal,Understocked,No,18
5487, Central Mall,In-store,Women,4,20,0,CAMP-B,Influencer,100,Clicked,CUST_2369,Loyal,Optimal,Yes,72
2439, Central Mall,In-store,Men,1,40,0,CAMP-B,Paid Ads,100,Seen,CUST_283,Loyal,Understocked,No,36
2985, Central Mall,In-store,Men,1,20,0,CAMP-B,Influencer,200,Seen,CUST_1716,Loyal,Overstocked,Yes,18
4616, Central Mall,In-store,Men,1,60,0,CAMP-B,Social,100,Clicked,CUST_2443,Loyal,Optimal,Yes,54
603, Central Mall,In-store,Men,1,20,0,CAMP-B,Paid Ads,100,Seen,CUST_1230,Loyal,Overstocked,Yes,18
3403, Central Mall,In-store,Shoes,2,20,0,CAMP-B,Email,50,Seen,CUST_2134,Loyal,Optimal,No,36
993, Central Mall,In-store,Women,4,80,0,CAMP-B,Paid Ads,50,Clicked,CUST_147,Loyal,Understocked,Yes,288
2588, Central Mall,In-store,Women,1,120,0,CAMP-B,Paid Ads,50,Seen,CUST_1287,Loyal,Overstocked,Yes,108
2780, Central Mall,In-store,Women,2,20,0,CAMP-B,Influencer,400,Converted,CUST_1706,Loyal,Understocked,Yes,36
3040, Central Mall,In-store,Women,1,20,0,CAMP-B,Influencer,100,Seen,CUST_1164,Loyal,Understocked,Yes,18
3345, Central Mall,In-store,Women,2,20,0,CAMP-B,Influencer,200,Seen,CUST_2048,Loyal,Understocked,No,36
4724, Central Mall,In-store,Women,2,60,0,CAMP-B,Paid Ads,100,Seen,CUST_1087,Loyal,Optimal,No,108
5902, Central Mall,In-store,Women,1,80,0,CAMP-B,Paid Ads,100,Seen,CUST_641,Loyal,Optimal,Yes,72
6668, Central Mall,In-store,Men,1,120,0,CAMP-A,Influencer,50,Seen,CUST_75,Loyal,Understocked,No,108
6945, Central Mall,In-store,Men,1,120,0,CAMP-A,Social,50,Converted,CUST_2419,Loyal,Overstocked,Yes,108
4255, Central Mall,In-store,Shoes,3,40,0,CAMP-A,Influencer,50,Seen,CUST_2302,Loyal,Understocked,Yes,108
1852, Central Mall,In-store,Women,3,60,0,CAMP-A,Influencer,100,Seen,CUST_1471,Loyal,Overstocked,Yes,162
4480, Central Mall,In-store,Women,1,60,0,CAMP-A,Influencer,100,Seen,CUST_997,Loyal,Optimal,Yes,54
5007, Central Mall,In-store,Women,3,40,0,CAMP-A,Paid Ads,200,Clicked,CUST_1014,Loyal,Understocked,Yes,108
3975, Central Mall,In-store,Accessories,2,20,0,CAMP-C,Email,100,Seen,CUST_1196,Loyal,Understocked,No,36
787, Central Mall,In-store,Men,1,120,0,CAMP-C,Influencer,200,Seen,CUST_1632,Loyal,Understocked,No,108
2133, Central Mall,In-store,Shoes,1,20,0,CAMP-C,Paid Ads,400,Clicked,CUST_712,Loyal,Overstocked,No,18
4551, Central Mall,In-store,Women,1,60,0,CAMP-C,Paid Ads,50,Clicked,CUST_203,Loyal,Optimal,Yes,54
4802, Central Mall,In-store,Women,1,40,0,CAMP-C,Influencer,200,Seen,CUST_1457,Loyal,Optimal,Yes,36
5238, Central Mall,In-store,Women,1,60,0,CAMP-C,Paid Ads,400,Converted,CUST_426,Loyal,Understocked,No,54
4726, Central Mall,In-store,Accessories,4,20,0,CAMP-D,Paid Ads,50,Seen,CUST_992,Loyal,Overstocked,No,72
5411, Central Mall,In-store,Accessories,1,40,0,CAMP-D,Influencer,100,Seen,CUST_2349,Loyal,Optimal,Yes,36
2926, Central Mall,In-store,Kids,1,40,0,CAMP-D,Email,400,Seen,CUST_1178,Loyal,Overstocked,Yes,36
228, Central Mall,In-store,Men,1,40,0,CAMP-D,Email,400,Clicked,CUST_1027,Loyal,Understocked,Yes,36
2803, Central Mall,In-store,Men,4,20,0,CAMP-D,Influencer,100,Seen,CUST_912,Loyal,Overstocked,No,72
2845, Central Mall,In-store,Men,1,20,0,CAMP-D,Social,200,Seen,CUST_237,Loyal,Optimal,Yes,18
2928, Central Mall,In-store,Men,3,40,0,CAMP-D,Social,200,Seen,CUST_263,Loyal,Optimal,Yes,108
2379, Central Mall,In-store,Women,1,40,0,CAMP-D,Paid Ads,100,Seen,CUST_1745,Loyal,Optimal,No,36
3101, Central Mall,In-store,Women,1,60,0,CAMP-D,Social,400,Seen,CUST_1201,Loyal,Optimal,Yes,54
6132, Central Mall,In-store,Women,1,20,0,CAMP-D,Influencer,100,Seen,CUST_2230,Loyal,Understocked,Yes,18
1959, Central Mall,In-store,Kids,1,40,0,CAMP-A,Social,50,Clicked,CUST_2036,Loyal,Understocked,Yes,36
2345, Central Mall,In-store,Kids,2,40,0,CAMP-A,Social,50,Converted,CUST_491,Loyal,Optimal,Yes,72
3505, Central Mall,In-store,Shoes,1,40,0,CAMP-A,Social,100,Seen,CUST_1310,Loyal,Optimal,Yes,36
1581, Central Mall,In-store,Women,2,20,0,CAMP-A,Paid Ads,400,Seen,CUST_687,Loyal,Understocked,No,36
2711, Central Mall,In-store,Women,3,20,0,CAMP-A,Email,200,Clicked,CUST_413,Loyal,Optimal,Yes,54
4298, Central Mall,In-store,Kids,3,20,0,CAMP-E,Paid Ads,200,Seen,CUST_483,Loyal,Optimal,Yes,54
17, Central Mall,In-store,Men,1,60,0,CAMP-E,Email,50,Converted,CUST_1906,Loyal,Optimal,Yes,54
902, Central Mall,In-store,Men,1,20,0,CAMP-E,Influencer,100,Seen,CUST_2364,Loyal,Optimal,Yes,18
3126, Central Mall,In-store,Men,1,80,0,CAMP-E,Influencer,200,Seen,CUST_2012,Loyal,Overstocked,Yes,72
6002, Central Mall,In-store,Men,1,80,0,CAMP-E,Paid Ads,200,Clicked,CUST_2317,Loyal,Optimal,Yes,72
817, Central Mall,In-store,Women,1,40,0,CAMP-E,Influencer,50,Seen,CUST_1259,Loyal,Understocked,Yes,36
1025, Central Mall,In-store,Women,1,60,0,CAMP-E,Social,200,Seen,CUST_1113,Loyal,Overstocked,Yes,54
1423, Central Mall,In-store,Men,2,80,0,CAMP-A,Social,400,Converted,CUST_313,Loyal,Optimal,Yes,144
3281, Central Mall,In-store,Shoes,2,20,0,CAMP-A,Social,200,Seen,CUST_2378,Loyal,Understocked,No,36
1296, Central Mall,In-store,Women,1,40,0,CAMP-A,Social,50,Clicked,CUST_2221,Loyal,Understocked,No,36
2119, Central Mall,In-store,Women,1,40,0,CAMP-A,Paid Ads,100,Seen,CUST_1768,Loyal,Optimal,Yes,36
4573, Central Mall,In-store,Accessories,2,40,0,CAMP-A,Paid Ads,100,Seen,CUST_2423,Loyal,Overstocked,Yes,72
1792, Central Mall,In-store,Men,1,20,0,CAMP-A,Paid Ads,100,Seen,CUST_154,Loyal,Understocked,Yes,18
2768, Central Mall,In-store,Men,2,80,0,CAMP-A,Influencer,50,Seen,CUST_1501,Loyal,Optimal,Yes,144
2170, Central Mall,In-store,Shoes,1,20,0,CAMP-A,Paid Ads,50,Seen,CUST_675,Loyal,Understocked,Yes,18
2032, Central Mall,In-store,Women,2,40,0,CAMP-A,Email,200,Seen,CUST_1744,Loyal,Understocked,Yes,72
2669, Central Mall,In-store,Women,2,60,0,CAMP-A,Influencer,50,Seen,CUST_184,Loyal,Understocked,No,108
3712, Central Mall,In-store,Accessories,1,40,0,CAMP-A,Paid Ads,400,Converted,CUST_22,Loyal,Understocked,Yes,36
